Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.9 LH < 20 mIU/L Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,9,,LH < 20 mIU/L Show forest plot
1.10 AMH (pmol/L) Show forest plot,1,,"Std. Mean Difference (IV, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,10,,AMH (pmol/L) Show forest plot
1.11 Inhibin B Show forest plot,1,,"Std. Mean Difference (IV, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,11,,Inhibin B Show forest plot
1.12 Estradiol Show forest plot,1,,"Std. Mean Difference (IV, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,12,,Estradiol Show forest plot
1.13 Estradiol > 20 pg/mL Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,13,,Estradiol > 20 pg/mL Show forest plot
1.14 Adverse effects: hot flush Show forest plot,4,731,"Risk Ratio (M‐H, Random, 95% CI)","1.49 [0.16, 13.60]",GnRH agonist plus chemotherapy versus chemotherapy alone,1,1.49,0.16,13.6,1,14,,Adverse effects: hot flush Show forest plot
1.15 Adverse effect: vaginal dryness Show forest plot,2,488,"Risk Ratio (M‐H, Random, 95% CI)","1.18 [0.68, 2.04]",GnRH agonist plus chemotherapy versus chemotherapy alone,1,1.18,0.68,2.04,1,15,,Adverse effect: vaginal dryness Show forest plot
1.16 Adverse effect: urogenital symptoms Show forest plot,2,243,"Risk Ratio (M‐H, Random, 95% CI)","2.37 [0.01, 448.16]",GnRH agonist plus chemotherapy versus chemotherapy alone,1,2.37,0.01,448.16,1,16,,Adverse effect: urogenital symptoms Show forest plot
1.17 Adverse effect: sweating Show forest plot,2,488,"Risk Ratio (M‐H, Random, 95% CI)","1.61 [0.93, 2.80]",GnRH agonist plus chemotherapy versus chemotherapy alone,1,1.61,0.93,2.8,1,17,,Adverse effect: sweating Show forest plot
1.18 Adverse effect: headache Show forest plot,2,488,"Risk Ratio (M‐H, Random, 95% CI)","2.54 [0.54, 11.92]",GnRH agonist plus chemotherapy versus chemotherapy alone,1,2.54,0.54,11.92,1,18,,Adverse effect: headache Show forest plot
1.19 Adverse effect: mood swings Show forest plot,3,517,"Risk Ratio (M‐H, Random, 95% CI)","1.00 [0.98, 1.02]",GnRH agonist plus chemotherapy versus chemotherapy alone,1,1.0,0.98,1.02,1,19,,Adverse effect: mood swings Show forest plot
1.20 Adverse effect: fatigue Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,20,,Adverse effect: fatigue Show forest plot
1.21 Adverse effect: joint pain Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,21,,Adverse effect: joint pain Show forest plot
1.22 Adverse effect: muscle pain Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,22,,Adverse effect: muscle pain Show forest plot
1.23 Adverse effect: decrease in lipid Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,23,,Adverse effect: decrease in lipid Show forest plot
1.24 Adverse effect: thromboembolism Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,24,,Adverse effect: thromboembolism Show forest plot
1.25 Adverse effect: agitation Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,25,,Adverse effect: agitation Show forest plot
1.26 Adverse effect: anxiety Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,26,,Adverse effect: anxiety Show forest plot
1.27 Adverse effect: depression Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,27,,Adverse effect: depression Show forest plot
1.28 Adverse effect: insomnia Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Totals not selected,GnRH agonist plus chemotherapy versus chemotherapy alone,1,,,,1,28,,Adverse effect: insomnia Show forest plot
2.1 Menstruation recovery or maintenance Show forest plot,1,,"Risk Ratio (M‐H, Random, 95% CI)",Subtotals only,Agonist‐antagonist cotreatment plus chemotherapy versus chemotherapy alone,2,,,,2,1,,Menstruation recovery or maintenance Show forest plot
2.1.1 Follow‐up time ≤ 12 months,1,50,"Risk Ratio (M‐H, Random, 95% CI)","1.00 [0.76, 1.32]",Agonist‐antagonist cotreatment plus chemotherapy versus chemotherapy alone,2,1.0,0.76,1.32,2,1,,Follow‐up time ≤ 12 months
2.1.2 Follow‐up time > 12 months,1,50,"Risk Ratio (M‐H, Random, 95% CI)","0.93 [0.56, 1.55]",Agonist‐antagonist cotreatment plus chemotherapy versus chemotherapy alone,2,0.93,0.56,1.55,2,1,,Follow‐up time > 12 months
2.2 Pregnancy Show forest plot,1,50,"Risk Ratio (M‐H, Random, 95% CI)","3.00 [0.13, 70.30]",Agonist‐antagonist cotreatment plus chemotherapy versus chemotherapy alone,2,3.0,0.13,70.3,2,2,,Pregnancy Show forest plot
