Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
16 Duration of respiratory support (mechanical ventilation) (days from birth) Show forest plot,6,510,"Mean Difference (IV, Fixed, 95% CI)","0.61 [‐1.33, 2.54]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration,1,0.61,-1.33,2.54,16,,Duration of respiratory support (mechanical ventilation) (days from birth),
17 Duration of respiratory support (CPAP) (days from birth) Show forest plot,4,249,"Mean Difference (IV, Fixed, 95% CI)","‐1.60 [‐5.39, 2.19]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration,1,-1.6,-5.39,2.19,17,,Duration of respiratory support (CPAP) (days from birth),
18 Duration of supplemental oxygen administration Show forest plot,5,639,"Mean Difference (IV, Fixed, 95% CI)","9.23 [6.52, 11.95]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration,1,9.23,6.52,11.95,18,,Duration of supplemental oxygen administration,
19 Mortality to follow up (> 18 months) Show forest plot,3,540,"Risk Ratio (M‐H, Fixed, 95% CI)","1.00 [0.59, 1.70]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration,1,1.0,0.59,1.7,19,,Mortality to follow up (> 18 months),
20 Postnatal growth failure (weight < 10th percentile at discharge) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.86 [0.55, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration,1,0.86,0.55,1.33,20,,Postnatal growth failure (weight < 10th percentile at discharge),
21 Duration of hospitalisation (days) Show forest plot,3,216,"Mean Difference (IV, Fixed, 95% CI)","‐1.75 [‐12.22, 8.71]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration,1,-1.75,-12.22,8.71,21,,Duration of hospitalisation (days),
22 Patent ductus arteriosus (not prespecified) Show forest plot,7,766,"Risk Ratio (M‐H, Fixed, 95% CI)","0.93 [0.77, 1.14]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration,1,0.93,0.77,1.14,22,,Patent ductus arteriosus (not prespecified),
1 Mortality near term corrected age or discharge (latest reported) subgrouped by inspired oxygen concentration Show forest plot,10,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,1,,Mortality near term corrected age or discharge (latest reported) subgrouped by inspired oxygen concentration,
1.1 FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6,1,13,"Risk Ratio (M‐H, Fixed, 95% CI)","1.17 [0.09, 14.92]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.17,0.09,14.92,1,1,Mortality near term corrected age or discharge (latest reported) subgrouped by inspired oxygen concentration,FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6
1.2 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,5,495,"Risk Ratio (M‐H, Fixed, 95% CI)","1.70 [0.84, 3.46]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.7,0.84,3.46,1,2,Mortality near term corrected age or discharge (latest reported) subgrouped by inspired oxygen concentration,FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
1.3 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,5,412,"Risk Ratio (M‐H, Fixed, 95% CI)","0.75 [0.42, 1.32]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.75,0.42,1.32,1,3,Mortality near term corrected age or discharge (latest reported) subgrouped by inspired oxygen concentration,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
2 Neurodevelopmental disability Show forest plot,2,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,2,,Neurodevelopmental disability,
2.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,2,208,"Risk Ratio (M‐H, Fixed, 95% CI)","0.82 [0.49, 1.35]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.82,0.49,1.35,2,2,Neurodevelopmental disability,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
3 IPPV in the delivery room Show forest plot,5,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,3,,IPPV in the delivery room,
3.1 FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6,1,13,"Risk Ratio (M‐H, Fixed, 95% CI)","0.7 [0.28, 1.77]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.7,0.28,1.77,3,1,IPPV in the delivery room,FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6
3.2 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,3,140,"Risk Ratio (M‐H, Fixed, 95% CI)","0.93 [0.77, 1.12]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.93,0.77,1.12,3,2,IPPV in the delivery room,FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
3.3 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,2,102,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.84, 1.09]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.96,0.84,1.09,3,3,IPPV in the delivery room,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
4 Intubation in the delivery room Show forest plot,9,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,4,,Intubation in the delivery room,
4.1 FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6,1,13,"Risk Ratio (M‐H, Fixed, 95% CI)","0.58 [0.16, 2.14]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.58,0.16,2.14,4,1,Intubation in the delivery room,FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6
4.2 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,5,495,"Risk Ratio (M‐H, Fixed, 95% CI)","0.93 [0.72, 1.21]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.93,0.72,1.21,4,2,Intubation in the delivery room,FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
4.3 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,4,373,"Risk Ratio (M‐H, Fixed, 95% CI)","1.04 [0.81, 1.34]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.04,0.81,1.34,4,3,Intubation in the delivery room,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
5 Time to reach desired oxygen saturation target Show forest plot,2,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,5,,Time to reach desired oxygen saturation target,
5.1 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,2,102,"Mean Difference (IV, Fixed, 95% CI)","‐0.52 [‐1.83, 0.79]",Lower versus higher oxygen concentration subgrouped by FiO2,2,-0.52,-1.83,0.79,5,1,Time to reach desired oxygen saturation target,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
6 Time to reach heart rate > 100 bpm (not prespecified) Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,6,,Time to reach heart rate > 100 bpm (not prespecified),
6.1 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,1,60,"Mean Difference (IV, Fixed, 95% CI)","0.27 [‐1.21, 1.75]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.27,-1.21,1.75,6,1,Time to reach heart rate > 100 bpm (not prespecified),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
7 Retinopathy of prematurity Show forest plot,4,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,7,,Retinopathy of prematurity,
7.1 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,4,373,"Risk Ratio (M‐H, Fixed, 95% CI)","0.80 [0.43, 1.49]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.8,0.43,1.49,7,1,Retinopathy of prematurity,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
8 Severe retinopathy of prematurity (≥ stage 3) Show forest plot,4,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,8,,Severe retinopathy of prematurity (≥ stage 3),
8.1 FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6,1,13,"Risk Ratio (M‐H, Fixed, 95% CI)","0.0 [0.0, 0.0]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.0,0.0,0.0,8,1,Severe retinopathy of prematurity (≥ stage 3),FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6
8.2 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,3,386,"Risk Ratio (M‐H, Fixed, 95% CI)","0.40 [0.15, 1.05]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.4,0.15,1.05,8,2,Severe retinopathy of prematurity (≥ stage 3),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
8.3 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","3.86 [0.19, 77.05]",Lower versus higher oxygen concentration subgrouped by FiO2,2,3.86,0.19,77.05,8,3,Severe retinopathy of prematurity (≥ stage 3),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
9 Intraventricular haemorrhage Show forest plot,3,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,9,,Intraventricular haemorrhage,
9.1 FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6,1,13,"Risk Ratio (M‐H, Fixed, 95% CI)","0.0 [0.0, 0.0]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.0,0.0,0.0,9,1,Intraventricular haemorrhage,FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6
9.2 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,1,11,"Risk Ratio (M‐H, Fixed, 95% CI)","0.17 [0.01, 2.92]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.17,0.01,2.92,9,2,Intraventricular haemorrhage,FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
9.3 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","0.85 [0.47, 1.53]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.85,0.47,1.53,9,3,Intraventricular haemorrhage,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
10 Severe intraventricular haemorrhage (grade 3 or 4) Show forest plot,6,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,10,,Severe intraventricular haemorrhage (grade 3 or 4),
10.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,3,416,"Risk Ratio (M‐H, Fixed, 95% CI)","0.78 [0.27, 2.24]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.78,0.27,2.24,10,1,Severe intraventricular haemorrhage (grade 3 or 4),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
10.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,3,180,"Risk Ratio (M‐H, Fixed, 95% CI)","1.03 [0.49, 2.18]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.03,0.49,2.18,10,2,Severe intraventricular haemorrhage (grade 3 or 4),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
11 Periventricular leukomalacia Show forest plot,2,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,11,,Periventricular leukomalacia,
11.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,1,88,"Risk Ratio (M‐H, Fixed, 95% CI)","0.33 [0.01, 7.97]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.33,0.01,7.97,11,1,Periventricular leukomalacia,FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
11.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","1.21 [0.08, 18.09]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.21,0.08,18.09,11,2,Periventricular leukomalacia,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
12 Necrotising enterocolitis Show forest plot,8,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,12,,Necrotising enterocolitis,
12.1 FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6,1,13,"Risk Ratio (M‐H, Fixed, 95% CI)","0.58 [0.07, 4.95]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.58,0.07,4.95,12,1,Necrotising enterocolitis,FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6
12.2 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,4,434,"Risk Ratio (M‐H, Fixed, 95% CI)","0.74 [0.31, 1.76]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.74,0.31,1.76,12,2,Necrotising enterocolitis,FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
12.3 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,4,373,"Risk Ratio (M‐H, Fixed, 95% CI)","1.40 [0.52, 3.78]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.4,0.52,3.78,12,3,Necrotising enterocolitis,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
13 Chronic lung disease (28 days age) Show forest plot,2,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,13,,Chronic lung disease (28 days age),
13.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,1,88,"Risk Ratio (M‐H, Fixed, 95% CI)","0.47 [0.23, 0.98]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.47,0.23,0.98,13,1,Chronic lung disease (28 days age),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
13.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","1.27 [0.53, 3.05]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.27,0.53,3.05,13,2,Chronic lung disease (28 days age),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
14 Chronic lung disease (36 weeks' corrected age) Show forest plot,9,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,14,,Chronic lung disease (36 weeks' corrected age),
14.1 FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6,1,13,"Risk Ratio (M‐H, Fixed, 95% CI)","0.39 [0.05, 2.83]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.39,0.05,2.83,14,1,Chronic lung disease (36 weeks' corrected age),FiO2 0.21 versus FiO2 ≥ 0.4 to < 0.6
14.2 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,5,492,"Risk Ratio (M‐H, Fixed, 95% CI)","0.83 [0.63, 1.09]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.83,0.63,1.09,14,2,Chronic lung disease (36 weeks' corrected age),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
14.3 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,4,363,"Risk Ratio (M‐H, Fixed, 95% CI)","1.07 [0.72, 1.60]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.07,0.72,1.6,14,3,Chronic lung disease (36 weeks' corrected age),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
15 Duration of respiratory support (mechanical ventilation or CPAP) (days from birth) Show forest plot,2,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,15,,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),
15.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,1,266,"Mean Difference (IV, Fixed, 95% CI)","‐13.70 [‐14.85, ‐12.55]",Lower versus higher oxygen concentration subgrouped by FiO2,2,-13.7,-14.85,-12.55,15,1,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
15.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,1,60,"Mean Difference (IV, Fixed, 95% CI)","1.06 [‐2.63, 4.75]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.06,-2.63,4.75,15,2,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
16 Duration of respiratory support (mechanical ventilation) (days from birth) Show forest plot,6,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,16,,Duration of respiratory support (mechanical ventilation) (days from birth),
16.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,3,197,"Mean Difference (IV, Fixed, 95% CI)","‐0.11 [‐4.16, 3.93]",Lower versus higher oxygen concentration subgrouped by FiO2,2,-0.11,-4.16,3.93,16,1,Duration of respiratory support (mechanical ventilation) (days from birth),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
16.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,3,313,"Mean Difference (IV, Fixed, 95% CI)","0.82 [‐1.38, 3.02]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.82,-1.38,3.02,16,2,Duration of respiratory support (mechanical ventilation) (days from birth),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
17 Duration of respiratory support (CPAP) (days from birth) Show forest plot,4,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,17,,Duration of respiratory support (CPAP) (days from birth),
17.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,2,129,"Mean Difference (IV, Fixed, 95% CI)","‐1.79 [‐5.84, 2.25]",Lower versus higher oxygen concentration subgrouped by FiO2,2,-1.79,-5.84,2.25,17,1,Duration of respiratory support (CPAP) (days from birth),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
17.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,2,120,"Mean Difference (IV, Fixed, 95% CI)","‐0.24 [‐11.00, 10.53]",Lower versus higher oxygen concentration subgrouped by FiO2,2,-0.24,-11.0,10.53,17,2,Duration of respiratory support (CPAP) (days from birth),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
18 Duration of supplemental oxygen administration Show forest plot,5,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,18,,Duration of supplemental oxygen administration,
18.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,1,266,"Mean Difference (IV, Fixed, 95% CI)","12.4 [9.25, 15.55]",Lower versus higher oxygen concentration subgrouped by FiO2,2,12.4,9.25,15.55,18,1,Duration of supplemental oxygen administration,FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
18.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,4,373,"Mean Difference (IV, Fixed, 95% CI)","0.01 [‐5.37, 5.38]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.01,-5.37,5.38,18,2,Duration of supplemental oxygen administration,FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
19 Mortality to follow up (> 18 months) Show forest plot,3,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,19,,Mortality to follow up (> 18 months),
19.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","2.32 [0.92, 5.86]",Lower versus higher oxygen concentration subgrouped by FiO2,2,2.32,0.92,5.86,19,1,Mortality to follow up (> 18 months),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
19.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","0.56 [0.28, 1.14]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.56,0.28,1.14,19,2,Mortality to follow up (> 18 months),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
20 Postnatal growth failure (weight < 10th percentile at discharge) Show forest plot,1,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,20,,Postnatal growth failure (weight < 10th percentile at discharge),
20.1 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.86 [0.55, 1.33]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.86,0.55,1.33,20,1,Postnatal growth failure (weight < 10th percentile at discharge),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
21 Duration of hospitalisation (days) Show forest plot,3,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Lower versus higher oxygen concentration subgrouped by FiO2,2,,,,21,,Duration of hospitalisation (days),
21.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,2,156,"Mean Difference (IV, Fixed, 95% CI)","‐4.35 [‐15.26, 6.57]",Lower versus higher oxygen concentration subgrouped by FiO2,2,-4.35,-15.26,6.57,21,1,Duration of hospitalisation (days),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
21.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,1,60,"Mean Difference (IV, Fixed, 95% CI)","28.0 [‐8.96, 64.96]",Lower versus higher oxygen concentration subgrouped by FiO2,2,28.0,-8.96,64.96,21,2,Duration of hospitalisation (days),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
